/Q X,/Q Y,VIN vs QB X,VIN vs QB Y,VIN vs QB X,VIN vs QB Y,/Q X,/Q Y
1.404000000000001,0.4498335193356913,0.0002097738828010004,1.404000000000001,3.511503723634222e-05,1.404000000000001,1.404000000000001,0.2900379577751402
1.440000000000001,0.4342684049189236,0.0002043806949596978,1.440000000000001,1.574144325045777e-05,1.440000000000001,1.440000000000001,0.2793120192202312
1.476000000000001,0.4202173246214263,0.0002065295994543088,1.476000000000001,6.832666528745525e-06,1.476000000000001,1.476000000000001,0.2696816396375871
1.512000000000001,0.407475690784241,0.000211874510906257,1.512000000000001,2.878163049217965e-06,1.512000000000001,1.512000000000001,0.2609830722410571
1.548000000000001,0.3958726136728338,0.0002183913402080946,1.548000000000001,1.182579986258643e-06,1.548000000000001,1.548000000000001,0.2530881422851944
1.584000000000001,0.3852667263843637,0.0002251788566101587,1.584000000000001,4.775606047495614e-07,1.584000000000001,1.584000000000001,0.2458939004129608
1.620000000000001,0.3755405892176767,0.0002318586964959369,1.620000000000001,1.914528194224651e-07,1.620000000000001,1.620000000000001,0.2393159630922797
1.656000000000001,0.3665957874034153,0.0002382847292739047,1.656000000000001,7.736130764561439e-08,1.656000000000001,1.656000000000001,0.2332840531587054
1.692000000000001,0.3583490701773649,0.0002444090239821767,1.692000000000001,3.239146588354275e-08,1.692000000000001,1.692000000000001,0.2277388989375271
1.728000000000001,0.3507293876239166,0.0002502232210013363,1.728000000000001,1.478780150818127e-08,1.728000000000001,1.728000000000001,0.2226299997018343
1.764000000000001,0.3436756132545198,0.0002557340313027644,1.764000000000001,7.914761910934719e-09,1.764000000000001,1.764000000000001,0.2179139622689214
1.8,0.3371347760233104,0.0002609533720685952,1.8,5.224520520949115e-09,1.8,1.8,0.2135532289794103
